Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
523116,SANCTRN,X,670.00,670.00,619.00,663.00,110,0.72,10
514248,SRECR,P,45.86,45.86,43.10,43.10,1600,0.72,11
506122,PANKAJPIYUS,XT,127.00,127.00,115.35,123.45,583,0.71,31
532362,NAGPI,X,69.90,69.90,65.00,65.18,1062,0.70,28
532641,NDL,B,19.76,20.35,19.76,19.99,3491,0.70,46
540147,SHASHIJIT,B,34.95,34.99,33.06,34.99,2003,0.70,13
539843,NINSYS,T,618.60,618.60,618.60,618.60,113,0.70,16
521226,UNIROYAL,X,13.24,13.48,12.85,12.85,5359,0.70,29
531812,SGNTE,XT,0.62,0.68,0.62,0.63,109375,0.69,106
526737,CORPOCO,Z,4.10,4.10,3.98,3.98,17442,0.69,39
533294,RKDL,T,12.18,12.18,11.58,11.58,5995,0.69,28
543229,SAMRATFORG,XT,298.00,298.00,295.00,295.00,235,0.69,15
543613,MAFIA,M,17.35,17.35,17.35,17.35,4000,0.69,1
523283,SUPERHOUSE,B,215.60,215.60,214.15,214.25,320,0.69,28
514142,TTL,B,76.61,76.61,74.15,75.44,921,0.69,30
515145,HINDNATGLS,T,13.86,13.86,13.86,13.86,5002,0.69,4
511710,CUBIFIN,X,1.60,1.68,1.56,1.60,42735,0.69,89
526133,SUPERTEX,X,10.68,11.10,10.32,10.40,6440,0.68,58
526325,ORIENTLTD,B,65.00,65.00,62.96,64.64,1058,0.68,33
542145,RONI,M,37.80,37.80,37.80,37.80,1800,0.68,1
539910,KOCL,XT,2.31,2.39,2.23,2.33,29879,0.68,56
512589,SITAENT,X,15.60,16.10,14.66,15.64,4334,0.68,36
511000,MADHUSE,XT,9.50,9.50,9.25,9.25,7367,0.68,49
514378,YARNSYN,XT,31.80,33.25,30.10,32.95,2097,0.68,20
521113,SUDTIND-B,X,17.20,17.20,15.71,16.30,4284,0.68,30
521054,KAKTEX,XT,33.49,34.40,32.61,33.47,1995,0.68,19
526755,VELHO,X,6.33,6.50,5.90,6.12,10796,0.67,59
531129,INANI,X,20.40,20.40,19.51,19.65,3381,0.67,20
539506,ADCON,XT,1.63,1.69,1.62,1.64,40270,0.67,163
535431,GCMSECU,B,2.07,2.07,1.93,1.99,33356,0.67,57
500343,AMJLAND,B,25.31,26.00,25.00,26.00,2640,0.67,46
526961,LASTMILE,XT,220.00,220.00,218.00,218.00,300,0.66,11
538895,MIHIKA,XT,24.50,26.00,24.50,25.80,2693,0.66,15
542513,UTISXN50,A,55.13,65.65,55.13,56.86,1180,0.66,34
513699,SOLIDSTON,XT,25.71,27.99,25.66,25.89,2499,0.66,31
513575,STERPOW,XT,17.60,17.64,17.60,17.64,3719,0.66,9
514454,SOUTLAT,XT,21.98,22.00,21.98,22.00,3000,0.66,15
531257,PRATIKSH,X,23.00,23.00,22.07,22.38,2867,0.65,35
538081,HARIAAPL,XT,3.96,3.96,3.96,3.96,16505,0.65,44
537839,PHOENIXTN,X,67.15,67.15,67.15,67.15,965,0.65,11
505515,SHYMINV,X,4.01,4.39,4.01,4.34,15550,0.65,67
526345,PANJON,X,14.25,14.25,13.83,13.97,4551,0.64,33
523840,INNOVTEC,X,17.75,17.75,16.80,17.30,3712,0.64,20
531624,COUNCODOS,B,3.77,4.00,3.77,3.96,16701,0.64,43
532315,TELESYS,X,9.20,9.20,8.61,8.71,7255,0.64,46
532826,RAJTV,T,47.60,47.60,45.27,46.80,1376,0.64,10
515085,RESTILE,X,4.10,4.10,3.80,3.85,16630,0.64,29
531502,ESARIND,X,4.95,5.07,4.90,5.00,12618,0.63,66
526525,WWALUM,XT,13.66,13.70,13.00,13.30,4732,0.63,19
533407,CNOVAPETRO,X,17.94,17.94,16.85,17.34,3617,0.63,51
532290,BLBLIMITED,B,19.32,19.35,19.11,19.23,3210,0.62,28
540953,KENVI,T,14.78,14.78,14.78,14.78,4192,0.62,31
531210,COLINZ,XT,36.90,36.90,33.60,34.95,1747,0.61,41
538943,SONAL,X,81.54,81.54,77.50,79.04,776,0.61,35
517429,ATHENAGLO,X,56.95,56.99,52.55,54.00,1122,0.61,27
539043,BKMINDST,Z,0.85,0.88,0.85,0.87,67962,0.60,25
538732,VGCL,X,48.05,49.70,46.00,48.99,1244,0.60,24
533540,TREEHOUSE,B,17.92,17.92,17.05,17.18,3486,0.60,74
521200,SURYALAXMI,B,61.74,61.90,58.50,58.50,984,0.60,21
504648,BOMBWIR,XT,27.30,27.35,25.50,26.64,2217,0.60,40
526117,SHERVANI,X,401.95,413.85,399.95,412.95,144,0.59,18
532334,HBESD,X,30.50,33.00,30.06,31.42,1929,0.59,59
541983,INNOVATIVE,M,2.99,3.30,2.92,3.14,19000,0.59,19
542862,SHAHLON,X,13.94,14.39,13.61,13.69,4306,0.59,61
519500,BKV,XT,8.00,8.40,7.95,8.01,7200,0.59,58
532745,INDICAP,X,27.01,27.55,27.00,27.23,2129,0.58,17
526839,SIPL,XT,6.12,6.12,6.08,6.08,9531,0.58,22
530879,CIFL,X,97.34,99.90,93.11,96.00,605,0.58,34
530747,INDOASIAF,X,11.17,11.27,10.62,10.62,5363,0.58,32
530421,KUWERIN,X,10.15,11.05,10.15,11.05,5476,0.58,15
542865,ANUROOP,T,27.50,28.35,25.66,27.99,2115,0.58,17
537985,INFRONICS,X,31.49,33.29,31.49,32.00,1752,0.58,12
890168,AURUMPP,B,71.99,71.99,65.01,66.00,879,0.58,16
543911,ATALREAL,B,119.15,120.00,117.25,119.60,483,0.58,32
519477,CIANAGRO,XT,38.31,38.31,36.99,37.00,1538,0.58,17
520021,OMAXAUTO,T,54.50,54.50,53.15,53.90,1078,0.58,13
530169,MOHITPPR,XT,21.19,21.19,19.60,20.07,2838,0.57,24
526717,HPBL,Z,332.45,332.45,303.00,310.00,181,0.57,19
533189,GOENKA,Z,0.84,0.88,0.81,0.84,67825,0.57,44
503162,RELCHEMQ,B,184.05,187.50,178.15,180.90,310,0.57,90
530133,AMCOIND,X,63.00,63.89,57.31,59.79,949,0.56,26
531719,BHAGCHEM,B,1523.05,1523.05,1502.00,1502.00,37,0.56,22
540703,PROCLB,X,6.61,6.61,6.30,6.61,8445,0.56,6
504903,RATHIST,XT,3.15,3.30,3.15,3.30,16881,0.56,29
519397,SHINDL,XT,60.12,60.12,57.70,59.00,954,0.56,11
513566,NOVIS,XT,14.35,14.35,14.35,14.35,3897,0.56,35
507970,PARMCOS-B,X,37.00,37.00,34.50,35.50,1595,0.56,26
511559,TIMESGTY,B,59.59,59.59,55.00,56.40,979,0.56,16
531228,RANDER,X,4.82,4.82,4.74,4.75,11451,0.55,10
542206,NIVAKA,X,2.34,2.34,2.13,2.16,25204,0.55,50
543607,HDFCGROWTH,B,96.75,96.84,95.60,95.68,570,0.55,16
514302,VIPPYSP,X,159.85,162.90,156.10,161.00,341,0.55,20
501833,CHOWGULSTM,XT,14.48,14.49,13.49,14.10,3824,0.55,11
532402,USGTECH,X,3.45,3.67,3.39,3.64,14869,0.54,37
533152,MBLINFRA,T,19.70,20.14,19.66,20.14,2716,0.54,12
533208,EMAMIPAP,B,121.95,121.95,121.00,121.55,444,0.54,22
542230,ABSLNN50ET,B,44.61,46.00,44.61,45.25,1190,0.54,25
542627,CHANDNIMACH,X,12.50,12.50,11.99,11.99,4517,0.54,14
542020,AKI,T,22.30,23.00,22.30,22.80,2333,0.54,28
539198,CAPFIN,XT,21.98,21.98,21.98,21.98,2459,0.54,8
540080,DHATRE,T,100.51,100.51,94.01,96.34,563,0.54,37
505141,SCOOTER,T,29.38,29.88,29.38,29.50,1813,0.54,34
514326,PATSPINLTD,X,12.90,12.90,11.75,11.99,4438,0.54,51
533227,AHLEAST,B,124.05,127.45,121.00,122.95,433,0.53,15
531017,ARISE,X,11.90,11.90,10.55,11.50,4724,0.53,48
530167,MONGIPA,XT,23.80,23.90,23.00,23.90,2206,0.53,7
524590,HEMORGANIC,XT,6.85,6.85,6.85,6.85,7776,0.53,32
540492,STARLENT,B,114.00,114.00,106.55,111.10,485,0.53,45
540597,CONTAINER,XT,6.34,6.34,5.74,6.34,8460,0.53,25
570004,JISLDVREQS,B,19.69,20.25,19.69,20.11,2658,0.53,125
514140,SURYVANSP,X,22.99,22.99,21.85,22.20,2398,0.53,10
513369,KVFORGE,X,57.80,57.80,52.95,54.81,978,0.53,21
511018,ZMILGFIN,XT,20.23,20.23,19.27,19.27,2738,0.53,8
503092,PASUSPG,XT,26.35,27.48,26.35,26.35,2014,0.53,7
523021,RISHITECH,X,26.00,26.00,25.00,25.02,2122,0.53,15
526001,JAUSPOL,X,4.75,4.91,4.75,4.86,10583,0.52,9
530251,RISAINTL,X,0.56,0.58,0.55,0.55,92671,0.52,150
531950,VERTEX,X,2.68,2.70,2.54,2.60,19737,0.52,89
531814,TIRSARJ,X,9.69,9.93,9.35,9.57,5372,0.52,62
590072,SUNDRMBRAK,B,364.15,367.10,353.00,359.50,144,0.52,86
542131,MAN50ETF,B,197.04,203.15,197.04,202.68,256,0.52,27
542694,PARSHVA,B,184.00,184.00,169.00,170.45,305,0.52,15
534063,FUTSOL,XT,58.40,58.61,58.35,58.61,881,0.52,13
522217,GUJAPOLLO,B,190.15,191.55,190.15,191.00,272,0.52,14
511359,ADMANUM,X,51.00,51.00,48.82,48.83,1058,0.52,13
514036,LOYALTEX,B,693.60,693.65,661.20,661.20,76,0.52,20
532019,LCCINFOTEC,T,1.94,2.00,1.94,2.00,25994,0.51,51
531758,GKCONS,X,9.63,10.11,9.63,10.11,5086,0.51,8
526687,POLOHOT,X,11.95,11.95,11.06,11.94,4400,0.51,33
524336,SHHARICH,X,46.40,46.40,44.00,45.54,1123,0.51,11
533629,TIJARIA,T,6.98,6.98,6.78,6.79,7446,0.51,19
536738,STELLAR,M,4.50,4.50,4.01,4.01,12000,0.51,2
543774,HDFCBSE500,B,25.82,26.30,25.71,26.01,1957,0.51,26
514060,EVERTEX,ZP,26.96,26.96,26.96,26.96,1900,0.51,4
513005,VBCFERROQ,XT,41.45,44.95,41.45,43.58,1188,0.51,21
505250,GGDANDE,X,62.00,62.00,58.00,58.00,859,0.51,17
530171,DAULAT,X,22.89,22.89,20.31,21.01,2400,0.50,38
540267,FLORACORP,XT,12.20,12.20,12.04,12.04,4100,0.50,6
539574,SCL,XT,83.80,83.89,80.11,80.11,603,0.50,14
505324,MANUGRAPH,B,17.11,17.45,16.90,16.90,2944,0.50,162
500402,SPMLINFRA,T,43.08,43.08,43.08,43.08,1159,0.50,3
519455,NARBADA,X,56.00,57.00,54.61,54.73,905,0.50,16
519031,SHAHFOOD,XT,114.20,114.20,114.20,114.20,440,0.50,4
539117,SUJALA,X,17.53,17.53,16.66,16.66,2918,0.49,17
538568,FRUTION,XT,34.00,34.50,33.00,34.50,1486,0.49,12
543636,DCI,T,153.05,159.95,151.05,159.05,309,0.49,17
543915,PAVNAIND,B,335.00,343.70,312.00,338.10,151,0.49,10
503685,MEDIAONE,XT,52.07,52.07,52.07,52.07,941,0.49,3
522245,IYKOTHITE,XT,24.50,24.50,23.90,24.19,2030,0.49,10
523896,APIL,XT,31.95,31.95,30.10,30.15,1542,0.48,16
531881,GMETCOAL,Z,18.74,18.74,17.85,18.74,2608,0.48,18
532952,NAHARCAP,B,294.85,299.85,286.05,292.50,165,0.48,17
590115,MOM50,B,194.25,196.00,194.25,195.57,243,0.48,33
890181,SGRLPP,B,311.95,335.00,305.00,334.80,151,0.48,13
539267,SAMSRITA,X,20.50,20.50,17.20,17.90,2643,0.48,28
500192,PRAGBOS,XT,2.22,2.22,2.05,2.05,23418,0.48,39
513729,AROGRANITE,B,44.00,44.00,43.00,43.00,1118,0.48,25
531771,SHRADDHA,XT,31.85,31.85,31.85,31.85,1475,0.47,2
532333,HBPOR,X,37.00,38.45,37.00,37.09,1246,0.47,29
526945,TYROON,X,90.00,90.00,83.12,83.12,546,0.47,6
507872,ASHNOOR,XT,36.00,36.00,34.01,34.20,1325,0.47,18
506906,SCBL,X,2.79,2.79,2.58,2.60,18066,0.47,77
507852,ADDIND,X,31.61,32.90,30.61,32.90,1445,0.47,20
539121,PALCO,X,62.48,62.48,56.11,58.08,788,0.46,24
536846,YURANUS,XT,31.78,31.78,31.78,31.78,1439,0.46,8
543449,WEL,B,222.70,223.30,216.50,217.30,211,0.46,16
530177,SPSINT,XT,26.15,26.15,26.15,26.15,1706,0.45,5
532320,VAARAD,XT,18.49,18.49,18.49,18.49,2446,0.45,37
542123,PHOSPHATE,X,123.00,123.00,117.85,117.85,377,0.45,29
590057,EQUIPPP,T,29.58,30.00,28.17,28.18,1588,0.45,38
543767,BTML,T,145.00,145.00,136.65,141.95,323,0.45,10
501430,BOMBCYC,X,740.00,740.00,725.10,740.00,61,0.45,11
507948,KEYCORP,XT,61.90,61.90,59.01,60.80,748,0.45,19
513117,AMFORG,X,5.20,5.40,4.91,5.24,8770,0.45,171
511609,ISLCONSUL,X,29.00,29.00,23.50,24.80,1843,0.45,22
512393,SHARDUL,X,92.50,92.50,89.50,89.50,503,0.45,15
515059,MADHUDIN,XT,28.10,29.96,28.10,29.65,1538,0.45,11
531867,UNITINT,X,6.17,6.79,6.17,6.35,6886,0.44,12
532145,HOTLSILV,X,11.50,11.50,11.00,11.40,3941,0.44,28
526231,STDSFAC,XT,59.00,60.00,57.70,60.00,760,0.44,27
539784,LICNFNHGP,B,205.00,206.00,202.10,205.70,214,0.44,24
519457,VIRATCRA,X,28.80,29.43,28.36,28.97,1514,0.44,40
509449,BHAGWOX,XT,38.20,38.20,35.35,37.65,1227,0.44,28
503675,WAGEND,X,0.66,0.74,0.66,0.74,61903,0.44,51
506134,INTELLCAP,XT,22.96,22.96,22.96,22.96,1922,0.44,3
523373,MINID,XT,18.71,18.71,18.10,18.10,2402,0.44,25
524534,BHASKAGR,XT,60.59,60.59,58.05,60.05,738,0.43,16
531878,ANJANIFIN,X,9.30,9.30,8.59,8.59,4880,0.43,51
531650,VAXHS,Z,2.18,2.18,2.05,2.18,19622,0.43,32
533982,TERASOFT,T,50.84,50.84,48.60,50.23,875,0.43,11
543819,PSUBANKICI,B,41.35,42.98,41.35,42.68,1023,0.43,55
543766,ASHIKA,X,37.98,37.98,34.26,35.96,1200,0.43,35
509073,HATHWAYB,XT,17.05,17.15,16.20,16.89,2550,0.43,25
512489,OASISEC,XT,120.40,120.40,116.85,116.85,372,0.43,11
532845,TGBHOTELS,T,10.70,10.79,10.29,10.53,4088,0.42,17
531246,PRIMAIN,XT,15.79,15.84,15.79,15.84,2686,0.42,18
531163,KEMISTAR,X,39.65,39.65,36.50,39.17,1130,0.42,20
533482,KRIINFRA,T,2.35,2.38,2.28,2.38,18208,0.42,34
537326,CHEMTECH,XT,44.26,44.26,44.26,44.26,953,0.42,6
535620,BINNYMILLS,Z,124.90,125.00,119.10,120.00,339,0.42,10
538857,SCC,X,4.41,4.41,3.99,3.99,10454,0.42,12
539545,APOORVA,XT,22.13,23.23,21.03,22.93,1861,0.42,12
541005,KANCOTEA,X,71.01,73.45,71.01,71.62,583,0.42,17
508996,SATRAPROP,Z,0.75,0.78,0.72,0.78,53633,0.42,34
519483,TAIIND,X,41.05,42.48,39.60,41.50,1007,0.42,22
514177,RISHYRN,P,69.86,69.86,69.86,69.86,600,0.42,4
507300,RAVALSUGAR,X,3808.00,3808.85,3700.00,3808.85,11,0.42,6
526237,MORGAN,X,33.48,33.48,30.50,30.90,1306,0.41,45
531944,SERVOTEACH,XT,7.84,7.84,7.84,7.84,5200,0.41,3
543454,MAMFGETF,B,93.00,93.47,92.60,93.21,445,0.41,24
540008,BSLSENETFG,A,50.55,63.90,50.55,63.75,643,0.41,30
534532,LYPSAGEMS,B,4.45,4.56,4.15,4.56,9287,0.41,14
503349,VICTMILL,X,2772.00,2832.00,2701.00,2777.50,15,0.41,11
517214,DIGISPICE,B,21.12,21.60,21.12,21.16,1930,0.41,21
531472,CYBELEIND,XT,25.04,26.20,24.05,24.40,1604,0.40,28
531420,BMBMUMG,Z,4.03,4.03,3.65,4.02,11052,0.40,13
523836,GUJRAFIA,T,27.70,29.43,27.55,27.71,1420,0.40,18
530213,FORINTL,XT,30.10,30.10,30.00,30.10,1315,0.40,17
533289,KTIL,X,40.60,41.87,40.10,40.47,990,0.40,24
543383,ICICICONSU,B,84.50,85.50,84.25,84.50,468,0.40,21
512485,DHANCOT,XT,74.30,78.00,74.10,78.00,539,0.40,5
511654,SUGALDAM,X,13.72,15.10,13.72,15.00,2680,0.40,8
507864,PIONRINV,X,32.19,32.19,30.56,31.49,1280,0.40,13
500023,ASIANHOTNR,T,175.40,175.40,170.00,171.30,232,0.40,10
523594,KUNSTOFF,X,24.55,26.65,24.20,25.79,1544,0.40,36
533638,FLEXITUFF,B,28.00,28.25,28.00,28.05,1386,0.39,14
536709,INDRENEW,X,13.12,13.90,13.12,13.65,2860,0.39,53
539875,RSDFIN,X,79.71,79.71,79.00,79.50,491,0.39,11
523248,MACPLASQ,X,131.00,133.75,128.00,128.35,300,0.39,12
501421,TECHNVISN,XT,193.55,193.55,193.55,193.55,200,0.39,5
511176,PARSHWANA,XT,62.28,62.28,56.50,58.00,657,0.39,14
511501,BHARAT,X,24.80,25.00,23.68,24.10,1635,0.39,40
517063,JETKINGQ,X,44.01,46.45,43.30,43.32,893,0.39,20
520127,BALTE,X,11.71,11.87,11.31,11.62,3427,0.39,23
511714,NIMBSPROJ,X,32.79,32.80,31.35,32.48,1163,0.38,17
500206,MARGOFIN,X,37.64,37.64,34.52,34.64,1082,0.38,22
523628,PODDAR,T,107.00,107.00,99.75,106.30,365,0.38,9
524408,UNIVSTAR,XT,130.00,133.75,128.10,133.75,285,0.37,11
531847,ASTAR,B,693.05,720.00,693.00,719.00,53,0.37,6
539659,VIDLI,T,58.00,61.80,58.00,61.45,615,0.37,24
535694,EDSL,Z,1.90,1.90,1.72,1.90,21156,0.37,29
541703,GFIL,M,23.28,23.28,23.28,23.28,1600,0.37,1
542938,OCTAVIUSPL,X,46.01,46.01,45.98,45.98,798,0.37,11
543738,DSPBANKETF,B,44.85,45.48,43.10,43.62,847,0.37,21
513063,TRANSFRE,XT,20.76,20.76,20.27,20.42,1826,0.37,16
513173,STLSTRINF,X,20.23,20.23,19.30,19.94,1858,0.37,34
511016,PREMCAP,X,3.25,3.40,3.18,3.32,11362,0.37,33
516106,SHKARTP,X,7.20,7.20,6.91,7.18,5210,0.37,19
531996,ODYCORP,X,6.89,6.89,6.15,6.57,5464,0.36,52
531496,OMKAR,XT,3.53,3.53,3.53,3.53,10084,0.36,5
531651,NATGENI,XT,88.09,88.09,80.00,81.41,429,0.36,12
524396,BIOFILCHEM,B,44.75,44.90,44.50,44.64,811,0.36,29
590082,LOHIASEC,XT,198.40,198.90,193.15,195.95,183,0.36,10
540782,SBRANDS,M,18.05,18.05,18.05,18.05,2000,0.36,2
512565,RTEXPO,XT,32.40,32.40,32.40,32.40,1100,0.36,3
512103,NIDHGRN,XT,73.00,74.50,73.00,74.50,485,0.36,10
500458,KORE,XT,7.05,7.26,6.86,7.24,5129,0.36,49
507486,CAPRO,XT,61.99,63.30,60.25,62.93,579,0.36,9
523425,SUNRAJDI,Z,7.84,7.84,7.84,7.84,4572,0.36,14
522267,VJLAXMIE,X,35.10,36.50,35.10,35.25,990,0.36,12
524675,KABSON,XT,10.25,10.52,10.25,10.50,3304,0.35,22
526241,AMRAPLIN,X,12.35,12.49,11.51,12.29,3038,0.35,19
532820,ELAND,X,6.19,6.20,6.00,6.00,5797,0.35,20
540648,PALASHSEC,T,113.00,113.00,112.95,112.95,313,0.35,2
570002,FELDVR,T,4.84,5.19,4.84,5.15,7205,0.35,20
519230,RICHIRICH,X,5.67,5.67,5.67,5.67,6148,0.35,10
532701,CELLA,Z,8.47,8.85,8.47,8.60,3935,0.34,15
532378,UNIVARTS,XT,2.27,2.27,2.20,2.27,15100,0.34,12
531338,MILESTONE,X,15.75,15.75,15.34,15.34,2194,0.34,8
531870,POPULARES,XT,8.98,9.42,8.98,9.42,3560,0.34,6
526727,GARNET,X,15.41,15.41,14.62,15.05,2277,0.34,20
531198,DHANADACO,Z,2.42,2.42,2.42,2.42,14020,0.34,24
530821,SSPDL,X,17.00,17.50,16.05,16.05,2055,0.34,9
543347,AXISTECETF,B,306.00,309.90,306.00,306.23,111,0.34,12
543211,BONLON,T,32.43,32.50,32.43,32.43,1057,0.34,7
543182,11AMD,B,13.11,14.79,13.10,14.79,2619,0.34,3
536507,FLFL,Z,4.66,4.90,4.66,4.83,7057,0.34,48
521161,SLSTLQ,X,33.19,33.90,30.13,33.90,1052,0.34,24
513343,GRANDFONRY,T,7.50,7.50,7.50,7.50,4499,0.34,5
506863,SWADEIN,XT,1.55,1.55,1.55,1.55,21887,0.34,22
523062,JJFINCOR,XT,15.55,16.00,15.55,15.57,2168,0.34,6
524204,TEEAI,XT,25.20,26.46,25.20,26.46,1232,0.33,10
537524,VIAANINDUS,Z,0.60,0.62,0.60,0.62,54193,0.33,35
540788,ASPIRA,X,29.15,29.15,27.02,27.67,1172,0.33,31
507785,TAINWALCHM,B,121.50,123.50,120.10,120.90,274,0.33,25
500357,RAMAPPR-B,XT,23.51,24.60,22.80,22.85,1403,0.33,12
512169,CAPRICORN,X,11.49,11.50,10.55,10.80,2908,0.33,30
519064,ZKHANDEN,XT,55.00,60.70,54.95,60.70,552,0.33,11
514274,AARVEEDEN,B,20.65,20.65,20.14,20.49,1633,0.33,37
514113,ADINATH,XT,25.00,25.19,24.10,24.75,1341,0.33,33
526335,SHREYASI,XT,10.97,10.97,9.93,10.10,3176,0.32,29
531497,MADHUCON,T,5.63,5.63,5.20,5.43,5976,0.32,22
532879,SSLEL,X,131.95,131.95,122.55,130.00,251,0.32,11
542922,MANXT50ETF,B,442.00,445.02,442.00,444.04,71,0.32,13
533543,BROOKS,B,78.41,78.41,76.50,76.50,412,0.32,18
538092,VASUPRADA,X,73.58,73.58,71.25,71.30,441,0.32,12
538540,RLFL,X,0.80,0.80,0.76,0.76,41024,0.32,54
514312,JAIHINDS,XT,22.95,22.95,20.81,20.81,1515,0.32,6
514400,GARWSYN,XT,13.17,14.40,13.16,14.40,2284,0.32,24
519260,SANWARIA,Z,0.40,0.40,0.40,0.40,79548,0.32,26
521131,SBFL,X,17.25,17.25,16.00,16.75,1954,0.32,20
532386,CALSOFT,T,14.27,14.79,14.27,14.78,2182,0.31,15
532416,NEXTMEDIA,B,5.05,5.18,4.82,5.15,6216,0.31,21
526125,BNHOLDINGS,XT,51.09,51.09,51.09,51.09,600,0.31,2
526725,SANDESH,B,927.95,941.00,912.00,916.35,33,0.31,9
526574,ENTRINT,X,17.20,17.65,16.51,17.49,1819,0.31,15
524624,GAGAN,X,13.35,14.29,13.35,13.50,2180,0.31,25
531111,GOTHIPL,P,35.71,35.71,34.00,34.00,900,0.31,5
526935,ARUNIS,XT,26.07,26.07,24.77,24.77,1257,0.31,20
539979,DIGJAMLTD,T,87.25,90.99,87.05,87.64,352,0.31,16
542046,VIVIDM,T,31.98,35.34,31.98,35.33,899,0.31,14
543710,ICICICOMMO,B,60.40,61.21,60.40,61.07,506,0.31,10
750792,NECLTD-RE,R,0.39,0.39,0.37,0.37,82335,0.31,42
514240,KUSHIND,X,5.60,6.40,5.60,6.01,5151,0.31,17
512329,KRL,XT,2057.60,2057.60,2057.60,2057.60,15,0.31,3
524632,SHUKRAPHAR,XT,182.70,182.70,182.70,182.70,166,0.30,6
524808,PHYTO,XT,34.51,34.51,34.19,34.19,862,0.30,18
526813,RAGHUNAT,XT,10.76,10.76,10.20,10.20,2851,0.30,29
531960,KASHYAP,X,1.79,1.79,1.63,1.71,18544,0.30,45
531962,SHREMETAL,XT,31.10,31.10,29.56,30.95,980,0.30,15
532993,SEJAL,T,231.00,239.40,231.00,239.40,130,0.30,3
542679,DEL,X,29.70,29.70,27.01,29.30,1069,0.30,18
540259,SHANGAR,X,3.22,3.23,3.01,3.13,9398,0.30,46
538708,ETIL,X,7.50,7.99,7.50,7.89,3914,0.30,22
509945,THACKER,XT,370.50,409.50,370.50,409.50,75,0.30,7
517077,INDAGIV,XT,30.40,30.40,30.40,30.40,994,0.30,4
519475,CHORDIA,XT,109.00,109.00,99.00,103.75,288,0.30,17
501477,MULLER,XT,220.40,235.00,220.40,220.40,135,0.30,6
532005,SAMINDUS,X,52.78,52.78,49.90,51.88,569,0.29,14
531541,KOBO,Z,2.41,2.41,2.20,2.30,12850,0.29,15
532380,BABA,X,12.81,13.00,12.74,12.90,2230,0.29,44
535204,MUKTA,X,2.80,2.85,2.80,2.83,10352,0.29,27
519238,SPTRSHI,XT,16.68,16.68,16.40,16.60,1750,0.29,15
521234,SRINACHA,X,37.00,37.00,36.00,36.00,788,0.29,9
531324,ROSELABS,XT,26.91,26.91,24.52,24.52,1124,0.28,6
531900,CCLINTER,XT,22.97,22.97,21.05,22.20,1287,0.28,26
526532,SFPIL,XT,15.87,17.52,15.86,16.50,1716,0.28,23
533941,THOMASCOTT,T,64.59,64.59,64.59,64.59,430,0.28,3
541890,SPACEINCUBA,X,1.30,1.30,1.27,1.29,22260,0.28,29
541152,GOYALALUM,T,13.13,13.13,13.13,13.13,2161,0.28,32
519224,WILLAMAGOR,T,21.34,21.80,21.33,21.59,1306,0.28,24
517360,SBECSYS,XT,20.00,20.50,19.11,19.14,1422,0.28,35
511533,SAHARAHOUS,X,48.05,48.05,46.85,47.85,592,0.28,23
530815,REFNOL,X,77.00,77.40,72.45,72.59,360,0.27,17
532011,POOJAENT,XT,163.65,171.60,163.65,165.00,162,0.27,9
533203,TARAPUR,T,4.30,4.45,4.30,4.40,6311,0.27,16
537392,TAAZAINT,XT,13.30,14.70,13.30,14.65,2009,0.27,9
540026,LAHL,XT,4.84,5.34,4.84,5.34,5493,0.27,38
890180,AARTIPP,B,290.05,325.55,290.05,305.00,87,0.27,74
519191,RGRL,X,8.40,8.40,7.76,8.40,3212,0.27,26
519463,IBINFO,XT,132.40,139.00,125.80,135.00,205,0.27,23
507265,EMERALL,X,79.80,79.80,79.80,79.80,340,0.27,4
500277,MIDINDIA,XT,9.24,9.24,8.38,8.99,3049,0.27,29
523566,MARBU,X,39.00,39.00,37.00,37.25,729,0.27,8
531929,INNOCORP,X,6.25,6.25,5.97,6.01,4375,0.26,16
532275,LANDMARC,XT,0.73,0.76,0.70,0.70,36455,0.26,67
531779,PADALPO,XT,25.50,25.50,25.50,25.50,1000,0.26,1
531254,OPTIFIN,XT,77.05,80.00,77.05,79.00,329,0.26,6
530369,VAMSHIRU,X,21.65,23.85,21.65,23.57,1143,0.26,11
539800,CHDCHEM,B,5.74,5.74,5.60,5.60,4590,0.26,20
539378,SML,XT,23.06,23.07,23.06,23.07,1131,0.26,3
538733,STARLIT,XT,4.20,4.20,3.99,4.17,6363,0.26,33
539016,NEIL,X,8.08,8.10,8.08,8.10,3189,0.26,7
520141,SIBARAUT,X,9.83,10.25,9.63,10.00,2639,0.26,25
514223,RAMGOPOLY,XT,4.90,4.90,4.47,4.47,5623,0.26,29
530245,ARYAMAN,X,134.90,141.00,129.00,135.60,186,0.25,23
526604,LIPPISYS,XT,15.59,15.59,14.45,15.58,1671,0.25,15
526481,PHOENXINTL,XT,26.49,26.49,24.45,24.55,954,0.25,11
524580,PRIYALT,X,11.50,11.86,11.06,11.74,2151,0.25,11
532350,PADMALAYAT,Z,2.00,2.01,1.90,1.99,13048,0.25,32
532806,AICHAMP,XT,31.64,31.76,29.66,29.66,785,0.25,23
538707,RCCL,X,33.60,35.79,33.60,35.57,725,0.25,20
539519,MAYUKH,XT,9.25,9.99,9.25,9.55,2591,0.25,19
539991,CFEL,XT,154.40,154.40,154.40,154.40,164,0.25,9
