Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover(₹ Lac.),No. of Trades
516078,JUMBO,X,23.00,23.50,22.26,22.59,1106,0.25,20
521062,OCTAVE,X,1.88,1.88,1.75,1.75,13631,0.25,21
517399,VXLINSTR,X,7.80,7.80,7.17,7.80,3318,0.25,22
531456,MINAXI,X,1.45,1.46,1.45,1.45,16600,0.24,32
532284,TCFCFINQ,X,29.35,30.83,29.35,30.35,780,0.24,16
524434,ASINPET,XT,48.22,48.22,48.22,48.22,488,0.24,5
531252,ANERI,XT,4.36,4.36,4.36,4.36,5416,0.24,2
531003,SWRNASE,XT,65.90,65.94,65.90,65.94,363,0.24,15
532957,GOKAKTEX,XT,28.70,30.50,28.70,28.89,830,0.24,9
542906,EASUN,XT,48.00,48.00,48.00,48.00,500,0.24,1
511493,VCKCAP,XT,40.00,40.00,36.80,38.30,622,0.24,15
503776,MODIPON,X,36.75,38.19,36.75,38.19,645,0.24,11
532986,NIRAJ,B,30.30,30.30,29.70,29.71,766,0.23,35
530053,REALECO,X,29.35,30.42,28.40,28.46,813,0.23,27
531832,NAGTECH,X,5.00,5.50,5.00,5.05,4517,0.23,35
531387,HASTIFIN,X,5.32,5.41,5.32,5.41,4300,0.23,4
532728,MALUPAPER,B,32.08,33.00,31.55,32.35,718,0.23,20
538788,GILADAFINS,X,10.72,11.50,10.72,10.89,2088,0.23,30
512553,ZENITHEXPO,T,102.55,112.90,102.55,112.75,221,0.23,7
531813,GANGAPA,X,71.00,73.00,70.60,70.62,309,0.22,5
531834,NATHUEC,X,4.52,4.74,4.52,4.74,4725,0.22,5
530281,QUANTDIA,XT,22.00,23.10,20.90,20.90,1028,0.22,28
526761,HOWARHO,X,10.72,10.72,10.72,10.72,2042,0.22,7
538975,SHREESEC,XT,0.47,0.47,0.47,0.47,46040,0.22,82
538575,SOLISMAR,Z,0.48,0.48,0.48,0.48,46110,0.22,67
542863,ABSLBANETF,B,44.66,45.67,44.65,45.30,478,0.22,70
543576,MOVALUE,B,53.79,54.82,53.79,54.80,412,0.22,25
543440,DSPN50ETF,B,195.00,197.00,193.10,195.45,111,0.22,27
506186,GCKL,X,11.94,12.47,11.93,12.06,1780,0.22,27
500189,NDLVENTURE,T,115.70,120.60,115.70,120.00,190,0.22,10
523722,SVAMSOF,XT,2.09,2.10,2.09,2.09,10116,0.21,30
531409,ALCHCORP,XT,14.12,14.12,13.76,13.77,1501,0.21,7
531327,CHARMS,X,3.09,3.24,3.02,3.24,6486,0.21,32
531533,ACCEDERE,XT,60.50,63.24,58.89,58.89,359,0.21,13
543348,AXISHETF,B,90.34,90.78,89.10,89.10,233,0.21,45
541144,ACTIVE,T,44.62,44.62,43.00,44.50,478,0.21,8
540647,GANGESSEC,B,112.10,114.35,112.00,113.60,190,0.21,23
539946,BAZELINTER,XT,37.39,37.39,33.83,33.83,621,0.21,5
539835,SUPERIOR,X,1.47,1.54,1.45,1.53,13881,0.21,24
540174,SOUTHERNIN,XT,15.43,15.43,14.75,14.75,1386,0.21,15
539149,ICSL,X,3.52,3.80,3.50,3.53,6050,0.21,35
511563,SANCF,XT,9.75,9.75,9.75,9.75,2200,0.21,6
508918,IRONWOOD,X,25.17,27.80,25.17,27.80,790,0.21,5
520155,STARLOG,XT,27.33,27.33,27.31,27.33,775,0.21,10
531444,VARDHMAN,XT,7.85,7.85,7.83,7.83,2548,0.20,10
531676,VAGHANI,XT,10.22,10.22,10.22,10.22,1985,0.20,4
530405,JINDCAP,X,22.55,22.60,22.05,22.50,905,0.20,19
539288,AVI,XT,15.05,15.06,14.55,15.00,1366,0.20,33
535205,MYSTICELE,XT,3.31,3.31,3.31,3.31,6068,0.20,12
543326,ICICIFMCG,B,538.00,543.98,538.00,542.69,37,0.20,26
590109,SHARIABEES,B,419.00,424.40,418.16,420.24,48,0.20,12
543776,HDFCMID150,B,134.18,135.23,133.85,134.50,148,0.20,23
517201,SWITCHTE,X,39.10,39.10,39.00,39.00,517,0.20,5
513528,GLITTEKG,X,2.92,3.04,2.92,3.00,6767,0.20,13
500174,GLFL,B,2.75,3.02,2.75,3.02,6545,0.20,14
500450,MPILCORPL,X,275.00,283.45,257.00,283.40,70,0.20,11
504746,INLCM,P,1258.75,1390.00,1258.75,1390.00,15,0.20,3
502294,NILACHAL,X,37.50,37.50,35.20,36.94,560,0.20,18
521232,SUNILTX,P,39.90,39.90,39.90,39.90,500,0.20,1
530675,YORKEXP,XT,37.83,37.83,36.00,36.00,533,0.19,5
530709,GOWRALE,XT,20.36,20.44,20.36,20.44,942,0.19,14
531279,TRISHAKT,XT,38.00,38.90,38.00,38.90,499,0.19,14
526081,SCAGRO,XT,12.10,12.10,11.52,12.08,1659,0.19,24
531658,ABATEAS,XT,18.52,18.52,18.52,18.52,1003,0.19,2
531594,INCON,XT,13.65,13.65,12.90,13.65,1388,0.19,18
540823,VITESSE,Z,17.15,18.45,17.15,17.16,1110,0.19,19
541546,GAYAHWS,T,0.84,0.84,0.84,0.84,22173,0.19,14
534755,TRIOMERC,XT,0.57,0.60,0.57,0.60,32668,0.19,47
540359,PARMAX,X,29.97,30.69,29.50,29.50,629,0.19,13
506979,APTPACK,XT,29.80,29.86,29.80,29.86,630,0.19,14
531668,VISIONCO,X,1.77,1.77,1.74,1.74,10113,0.18,48
531453,MOHITIND,B,14.70,15.19,14.65,15.19,1220,0.18,19
531925,SHAQUAK,XT,1.35,1.35,1.26,1.29,13804,0.18,49
532640,CYBERMEDIA,B,17.11,17.25,16.90,16.98,1038,0.18,18
526588,PHOTOQUP,XT,19.00,19.80,19.00,19.80,904,0.18,5
526891,MKTCREAT,X,9.40,9.40,8.66,8.71,1987,0.18,13
538496,TARINI,M,6.00,6.00,6.00,6.00,3000,0.18,1
543400,OMNIPOTENT,M,9.20,9.20,9.20,9.20,2000,0.18,1
543563,MOHEALTH,B,26.11,26.40,25.61,25.90,672,0.18,13
506105,STANROS,X,80.00,81.00,80.00,81.00,222,0.18,5
505216,ALFREDHE,X,700.35,720.00,700.35,710.10,26,0.18,6
513513,ADITYA,X,8.83,8.83,8.45,8.69,2021,0.18,17
512618,RLF,XT,6.25,6.52,5.91,6.52,3076,0.18,29
530617,SAMPRE,XT,84.54,84.54,84.54,84.54,196,0.17,9
531127,MENAMANI,XT,43.28,43.28,43.28,43.28,389,0.17,20
526662,ARENTERP,T,35.15,35.15,35.15,35.15,479,0.17,3
526869,KUMPFIN,XT,15.65,15.65,14.96,14.96,1100,0.17,4
526500,STRGRENWO,X,33.95,33.95,31.00,31.50,539,0.17,9
531671,BISIL,XT,2.92,2.92,2.92,2.92,5957,0.17,36
543256,RFLL,X,27.00,27.90,27.00,27.00,630,0.17,4
543150,08GPG,B,0.97,0.97,0.90,0.95,19137,0.17,17
538319,GCMCAPI,M,3.41,3.42,3.41,3.42,5000,0.17,3
538874,NEXUSSURGL,X,10.15,10.38,9.71,9.80,1716,0.17,31
539115,ALAN SCOTT,XT,45.70,45.70,45.70,45.70,369,0.17,8
539480,LICNETFN50,B,204.65,209.60,204.65,209.41,84,0.17,16
511441,GUJCRED,XT,21.30,22.36,21.30,22.36,773,0.17,12
513548,SHRDAIS,XT,76.95,76.95,71.30,72.00,238,0.17,10
517230,PAEL,XT,5.57,5.57,5.55,5.55,3029,0.17,12
521222,SANBLUE,X,25.44,25.44,25.44,25.44,674,0.17,12
531398,SOURCENTRL,X,90.86,93.48,90.00,91.00,175,0.16,16
531889,INTECH,XT,148.50,148.50,148.50,148.50,107,0.16,6
526504,DOLPHMED,XT,1.43,1.57,1.43,1.43,10234,0.16,36
526477,SAENTER,X,35.59,35.59,35.59,35.59,440,0.16,6
526849,BANARBEADS,B,83.89,83.94,83.25,83.69,193,0.16,7
530249,BRIDGESE,X,6.51,6.81,6.51,6.72,2487,0.16,19
539220,MISHKA,XT,75.86,77.75,75.86,77.74,200,0.16,3
538770,CRANEINFRA,X,13.02,13.91,13.02,13.33,1224,0.16,19
533605,SETUINFRA,T,0.87,0.87,0.87,0.87,18000,0.16,1
542677,MAHESH,X,11.23,11.23,11.23,11.23,1403,0.16,20
543608,HDFCVALUE,B,99.50,99.99,99.50,99.99,159,0.16,16
543666,HDFCPVTBAN,B,228.00,233.69,228.00,232.82,69,0.16,22
517571,INDLMETER,Z,4.10,4.10,3.79,3.79,4228,0.16,12
513303,MDRNSTL,X,15.15,15.15,14.61,14.79,1079,0.16,28
511712,RELICTEC,X,20.30,20.30,20.30,20.30,800,0.16,5
512115,ROSEMER,XT,50.16,50.16,50.16,50.16,310,0.16,3
504397,GANHOLD,XT,37.50,41.00,37.31,41.00,430,0.16,4
502250,LERTHAI,XT,372.00,372.00,337.00,341.65,43,0.16,8
500540,PREMIER,T,2.64,2.64,2.63,2.63,6200,0.16,15
531255,PARAGONF,XT,40.99,40.99,38.56,39.56,367,0.15,18
526095,RALEGRA,X,31.30,32.94,29.20,31.89,465,0.15,10
531822,RODIUM,X,51.99,51.99,47.60,48.82,306,0.15,9
532336,BARONINF,XT,0.72,0.72,0.72,0.72,21060,0.15,10
533018,SIMPLXMIL,X,2925.05,2925.05,2921.25,2921.25,5,0.15,3
533632,ONELIFECAP,B,12.30,12.30,12.03,12.30,1219,0.15,80
538838,ICL,XT,34.05,35.79,34.01,35.79,422,0.15,10
537820,VFL,B,2.00,2.00,1.79,1.82,8004,0.15,132
539528,AAYUSH,XT,26.80,26.80,26.80,26.80,559,0.15,12
500236,KANELIND,XT,1.45,1.55,1.41,1.55,9634,0.15,28
518011,KEERTHI,XT,135.00,136.95,132.00,133.65,111,0.15,6
514440,BPTEX,XT,38.88,38.88,38.88,38.88,375,0.15,3
523620,PHRMASI,XT,25.14,25.95,24.00,24.07,614,0.15,11
532721,VISASTEEL,T,12.19,12.29,12.19,12.29,1122,0.14,4
531994,AUTOPINS,XT,78.33,78.33,70.87,70.87,185,0.14,6
531380,CSURGSU,X,76.95,76.95,76.95,76.95,176,0.14,9
531499,SYBLY,X,5.47,5.47,5.47,5.47,2578,0.14,6
526677,KEEPLEARN,T,3.07,3.22,3.07,3.22,4614,0.14,7
526683,UNIVAFOODS,T,4.85,4.85,4.85,4.85,2800,0.14,2
524768,EMMESSA,X,24.50,26.78,24.50,25.64,565,0.14,28
530361,PRABHHANS,X,66.98,66.98,65.39,66.89,205,0.14,7
539834,BALGOPAL,X,22.50,22.50,18.80,19.07,650,0.14,12
533315,INOVSYNTH,XT,21.36,21.36,20.30,21.29,665,0.14,10
512600,MACINTR,XT,28.90,28.90,28.90,28.90,500,0.14,1
511147,WSFX,X,39.92,39.92,38.40,39.30,363,0.14,10
508664,BESTEAST,X,32.00,32.00,30.91,30.91,459,0.14,8
531091,UNITDCR,X,12.50,12.80,11.90,12.25,1103,0.13,5
530765,AGARWAL,X,12.15,12.15,12.15,12.15,1100,0.13,4
531982,SPECFOOD,XT,48.05,50.10,48.00,48.02,267,0.13,5
532379,FIRSTFIN,X,5.10,5.10,5.10,5.10,2535,0.13,7
536965,BPCAP,X,6.65,6.65,6.65,6.65,2000,0.13,1
538609,GAJANANSEC,XT,46.23,46.23,41.83,44.00,309,0.13,18
539947,JLL,XT,33.25,34.49,31.59,34.47,389,0.13,14
539223,AMBITION,XT,4.52,4.95,4.52,4.90,2748,0.13,10
539287,ORTINLAABS,T,23.28,23.28,22.35,22.35,569,0.13,6
543472,TECH,B,30.40,30.73,30.10,30.31,433,0.13,50
509597,HARDCAS,X,375.05,418.95,375.05,410.45,33,0.13,9
532723,MPDL,X,22.88,22.88,22.00,22.69,526,0.12,11
532007,SHVFL,XT,12.00,12.00,12.00,12.00,1000,0.12,1
531465,NOUVEAU,X,0.49,0.49,0.49,0.49,24451,0.12,51
531360,GOLECHA,XT,16.00,16.29,15.49,15.49,754,0.12,28
531616,STARCOM,XT,65.89,67.00,65.89,66.71,178,0.12,13
531667,RRMETAL,XT,33.25,35.00,33.25,34.00,346,0.12,6
530445,SUMERUIND,XT,1.58,1.59,1.50,1.52,7662,0.12,35
524414,NORRIS,X,10.80,11.75,10.80,11.09,1116,0.12,38
526568,LONTE,XT,22.60,23.00,21.85,22.50,549,0.12,9
526115,KARANWO,X,2.81,3.09,2.81,3.09,4211,0.12,25
543175,11MPD,B,1.43,1.43,1.30,1.39,8990,0.12,12
543144,08MPD,B,2.25,2.25,1.98,2.19,5347,0.12,17
540695,DWL,MT,20.31,20.31,20.31,20.31,600,0.12,2
539692,IFINSER,X,17.80,17.80,17.50,17.50,700,0.12,4
539406,SWAGTAM,XT,47.20,49.68,47.20,47.20,247,0.12,7
540063,ECS,XT,9.85,9.85,9.85,9.85,1187,0.12,11
537840,RAUNAQEPC,XT,23.62,23.62,21.80,23.39,511,0.12,8
538952,ALFL,XT,1.35,1.36,1.35,1.35,8613,0.12,35
534312,MTEDUCARE,T,4.06,4.11,3.96,4.00,2973,0.12,10
509563,GARWAMAR,X,8.20,8.20,8.10,8.15,1504,0.12,5
512047,ROYALIND,XT,2.70,2.75,2.62,2.70,4564,0.12,13
511611,DCMFINSERV,T,4.30,4.40,4.30,4.40,2696,0.12,17
517397,PANELEC,X,31.24,31.24,29.71,29.94,411,0.12,12
519242,SRDAPRT,XT,44.50,46.00,43.70,43.70,285,0.12,16
521080,PASARI,X,7.25,7.27,7.25,7.27,1716,0.12,14
500418,TOKYOPLAST,B,94.26,94.35,93.92,94.25,132,0.12,6
506858,GUJPETR,XT,38.00,38.00,35.90,36.04,318,0.12,10
524031,PATIDAR,X,6.50,6.50,6.50,6.50,1760,0.11,8
524038,VENLONENT,XT,4.50,4.89,4.50,4.89,2418,0.11,12
530217,SWOEF,XT,9.49,9.49,9.49,9.49,1160,0.11,6
530715,ALPSINDUS,T,1.78,1.78,1.75,1.78,6178,0.11,18
530795,SUNCITYSY,XT,5.40,5.40,5.39,5.40,2002,0.11,4
530943,SABTN,T,1.42,1.42,1.35,1.35,7860,0.11,18
531155,EPSOMPRO,XT,6.20,6.30,5.89,6.30,1897,0.11,22
531744,GINISILK,XT,49.00,49.00,47.10,48.99,234,0.11,9
532676,PBAINFRA,B,8.23,8.57,8.15,8.26,1349,0.11,31
532398,UMESLTD,B,3.32,3.55,3.32,3.40,3150,0.11,122
533149,ESSARSEC,XT,9.59,9.59,9.59,9.59,1134,0.11,7
534563,MASL,MT,2.02,2.02,2.01,2.01,5600,0.11,3
538881,GALADAFIN,X,12.49,12.49,11.37,11.37,911,0.11,9
538521,YAANENT,X,24.50,24.50,24.50,24.50,430,0.11,1
539455,ARYAVAN,XT,26.43,26.43,26.43,26.43,400,0.11,4
540798,FSC,Z,11.04,11.04,11.04,11.04,975,0.11,8
543174,11GPG,B,0.97,0.97,0.84,0.96,12339,0.11,26
542848,NIESSPM,B,1.40,1.59,1.40,1.50,7235,0.11,11
543341,SHARPLINE,XT,6.84,6.84,6.84,6.84,1599,0.11,18
590126,GRADIENTE,XT,6.72,6.72,6.30,6.32,1695,0.11,22
516098,VENTURA,XT,7.75,7.75,7.63,7.63,1465,0.11,11
513515,SRIND,XT,1.70,1.86,1.70,1.79,6495,0.11,23
532614,IMPEXFERRO,T,2.85,3.08,2.85,3.04,3255,0.10,13
532090,VANDANA,XT,2.06,2.06,1.99,2.00,5001,0.10,4
531051,VINTAGES,X,8.75,8.92,8.75,8.75,1158,0.10,5
531083,NIHARINF,X,5.55,6.45,5.55,6.19,1604,0.10,15
530735,SUPERBAK,X,19.72,20.70,19.72,20.70,501,0.10,2
530839,CLIOINFO,X,4.40,4.50,4.40,4.50,2242,0.10,16
530219,NUTRICIRCLE,XT,187.00,187.00,187.00,187.00,55,0.10,1
530235,KJMCFIN,XT,35.55,37.96,35.55,37.96,252,0.10,4
530027,AADIIND,X,4.35,4.35,3.47,3.48,2880,0.10,17
526468,EUROLED,XT,22.50,22.50,21.60,22.00,481,0.10,8
890183,SHUKRAPP,XT,120.90,120.90,120.90,120.90,86,0.10,4
540679,SMSLIFE,B,529.45,529.80,521.05,522.20,19,0.10,5
539487,LICNETFSEN,A,708.00,714.11,708.00,711.76,14,0.10,6
539391,ACME,Z,30.48,30.48,30.48,30.48,338,0.10,6
540159,PURPLE,X,3.71,3.71,3.71,3.71,2787,0.10,16
538714,SANGAMFIN,XT,70.00,70.00,64.00,64.00,141,0.10,12
539096,AANANDALAK,X,8.12,8.13,8.05,8.05,1230,0.10,6
516092,3PLAND,T,18.43,19.57,18.43,19.57,514,0.10,7
519494,NKIND,B,37.86,43.89,36.50,38.95,263,0.10,19
511626,RRFIN,XT,9.00,9.50,8.74,9.01,1100,0.10,7
509835,PREMSYN,X,15.00,15.63,14.55,15.63,652,0.10,7
503624,ZSVARAJT,X,5.72,5.85,5.55,5.59,1746,0.10,17
526195,NOGMIND,XT,2.60,2.63,2.60,2.63,3417,0.09,9
526905,PADMAIND,X,2.83,2.83,2.83,2.83,3104,0.09,3
526751,GRATEXI,XT,16.50,16.80,15.20,16.80,544,0.09,15
530253,RAJTUBE,XT,25.20,25.20,24.72,24.72,367,0.09,5
532056,ADIEXRE,XT,17.77,17.77,16.90,17.50,538,0.09,9
532629,MBECL,T,4.54,4.54,4.54,4.54,2000,0.09,2
532904,SUPREMEINF,T,21.80,21.80,21.40,21.50,401,0.09,5
539111,SHESHAINDS,X,15.50,16.91,15.50,16.91,562,0.09,14
538992,SAPL,X,992.00,992.25,992.00,992.25,9,0.09,2
536751,FIVEXTRADE,Z,0.51,0.52,0.51,0.51,17216,0.09,15
540108,TIAANC,X,2.66,3.03,2.66,2.99,3187,0.09,18
539697,HILIKS,XT,11.55,12.27,11.16,11.50,746,0.09,8
539291,VASUDHAGAM,XT,6.47,7.14,6.47,7.14,1450,0.09,9
542847,NIESSPL,B,0.62,0.70,0.60,0.62,15075,0.09,12
542685,DGCONTENT,T,17.04,17.04,17.04,17.04,550,0.09,4
511411,SHRISTI,X,21.15,22.40,20.95,21.77,440,0.09,12
509069,INFOMEDIA,B,4.99,5.21,4.85,5.21,1810,0.09,16
513460,MAHALXSE,Z,7.82,7.82,7.08,7.08,1129,0.09,11
516096,SANPA,XT,148.10,148.95,143.45,145.00,63,0.09,4
532975,AISHWARYA,Z,5.98,5.98,5.98,5.98,1320,0.08,5
532444,TSPIRITUAL,XT,1.31,1.31,1.19,1.27,6694,0.08,39
532866,QUINTEGRA,T,0.98,0.98,0.90,0.98,8032,0.08,10
531672,INANISEC,XT,19.79,19.79,18.40,18.60,440,0.08,14
531402,LWSKNIT,XT,15.20,15.20,14.02,15.18,502,0.08,5
531433,SUNGOLD,X,2.38,2.62,2.38,2.61,3368,0.08,27
531280,PANKAJPO,X,5.20,5.46,4.94,4.94,1503,0.08,11
531283,CINDRELL,XT,8.72,8.72,8.50,8.50,917,0.08,8
540904,TIRUFOAM,X,72.03,72.03,72.03,72.03,110,0.08,1
541418,NGIL,T,58.80,58.80,54.10,58.20,140,0.08,15
543643,NARMADA,B,19.79,20.19,19.71,20.04,424,0.08,73
543571,ICICIINFRA,B,58.41,59.27,58.34,59.10,143,0.08,20
540134,IISL,X,3.06,3.15,2.72,3.15,2866,0.08,7
590056,SALONACOT,B,282.05,282.05,270.85,271.70,30,0.08,21
519528,NORBTEAEXP,T,6.90,7.60,6.90,7.60,1100,0.08,8
520131,COARO,P,38.14,38.14,38.14,38.14,200,0.08,2
521220,DAMOINDUS,B,44.00,44.00,43.65,43.66,189,0.08,10
521149,PRIMEURB,XT,9.80,9.80,9.31,9.78,892,0.08,9
521188,UNITEDTE,XT,12.35,12.58,12.35,12.55,616,0.08,9
519279,MADHURIND,XT,4.05,4.08,4.05,4.08,2021,0.08,3
513403,PMTELELIN,X,6.03,6.03,5.54,5.90,1336,0.08,9
507966,RASRESOR,XT,42.50,42.50,42.50,42.50,189,0.08,7
508860,DIAMANT,XT,0.72,0.72,0.69,0.69,12247,0.08,43
503127,RAJABAH,XT,3800.00,3800.00,3750.00,3750.00,2,0.08,2
531223,ANJANI,X,29.90,29.90,28.70,28.70,239,0.07,6
531196,GAGANPO,Z,1.01,1.01,1.01,1.01,6977,0.07,12
531207,RAYLA,XT,2.24,2.24,2.24,2.24,3000,0.07,2
530755,CORNE,XT,12.09,12.09,11.59,11.89,557,0.07,25
530581,EKAMLEA,XT,4.37,4.37,4.37,4.37,1516,0.07,3
526865,JAINCO,X,3.35,3.66,3.35,3.66,2022,0.07,19
531762,UNJHAFOR,X,12.15,13.10,12.01,12.01,556,0.07,8
531635,SILVOAK,X,44.96,44.96,42.40,43.99,151,0.07,13
533252,WELINV,T,350.00,350.10,350.00,350.10,21,0.07,4
539593,SHIVA,XT,3.80,3.99,3.80,3.98,1645,0.07,6
534796,CDG,X,14.69,14.69,14.25,14.69,459,0.07,5
538537,OMANSH,XT,0.48,0.50,0.48,0.50,14789,0.07,21
543574,NIFTYQLITY,B,16.14,16.14,15.65,15.69,415,0.07,68
511194,ICDSLTD,T,26.00,26.00,24.71,24.97,275,0.07,6
511543,GSBFIN,X,15.13,15.13,13.71,15.00,469,0.07,8
519604,SURFI,XT,9.05,9.41,8.53,8.53,765,0.07,16
522289,NMSRESRC,XT,21.75,22.37,20.25,21.43,311,0.07,11
531609,KGPETRO,X,209.95,209.95,203.10,203.10,27,0.06,5
531585,DEVINE,XT,6.27,6.93,6.27,6.92,944,0.06,7
531471,DUKEOFS,X,6.13,6.70,6.13,6.50,1015,0.06,4
531346,EASTRED,X,31.90,34.98,31.50,34.98,203,0.06,6
532015,GRAVITY,X,3.47,4.05,3.47,4.05,1680,0.06,13
531989,DECPO,Z,10.74,10.74,10.74,10.74,520,0.06,2
532164,MINOLTAF,Z,8.00,8.40,7.60,8.40,771,0.06,12
532766,RICHAIND,Z,1.49,1.52,1.45,1.52,3896,0.06,15
532376,MRO-TEK,B,54.03,54.03,53.05,53.05,121,0.06,3
532645,BEEYU,X,2.40,2.40,2.05,2.15,2900,0.06,12
526193,ROYALCU,XT,9.88,10.37,9.40,9.53,572,0.06,16
526373,CINDHO,X,44.00,44.00,42.75,43.90,132,0.06,7
523796,VICEROY,Z,2.47,2.47,2.47,2.47,2411,0.06,5
524592,JDORGOCHEM,X,5.00,5.20,5.00,5.20,1125,0.06,7
530187,ATHARVENT,X,2.64,2.64,2.55,2.62,2314,0.06,9
530805,OIVL,XT,67.00,67.00,67.00,67.00,90,0.06,1
531067,CONTILI,X,84.00,84.00,77.10,81.90,74,0.06,8
531119,CEENIK,XT,12.40,13.66,12.40,12.46,502,0.06,4
531221,MAYURFL,XT,9.15,9.70,9.15,9.15,641,0.06,13
543246,MAESGETF,B,25.22,31.29,25.22,31.15,182,0.06,23
538674,CITYONLINE,Z,4.38,4.46,4.30,4.46,1319,0.06,10
538596,QUANTBUILD,X,2.65,2.65,2.65,2.65,2377,0.06,4
539015,ORTEL,Z,1.03,1.03,1.03,1.03,5712,0.06,9
517437,DUTRON,XT,131.50,134.45,128.30,134.35,47,0.06,6
511131,KAMANWALA,X,9.27,9.27,8.32,9.07,649,0.06,18
513335,METALFORGE,Z,2.95,2.95,2.81,2.91,1956,0.06,36
511593,LIBORDFIN,X,6.29,6.29,5.71,6.22,1008,0.06,10
507833,COMPUPN,XT,2.49,2.49,2.46,2.46,2243,0.06,14
506365,CHEMOPH,XT,33.70,35.38,33.70,33.80,186,0.06,7
500388,SKPMIL,XT,26.00,26.00,24.20,24.20,229,0.06,8
530723,ASITCFIN,XT,129.00,136.00,129.00,135.75,35,0.05,9
530713,AJEL,Z,9.45,9.45,8.55,9.00,637,0.05,17
530407,EPIC,X,6.60,6.60,6.25,6.36,801,0.05,8
524622,ISTRNETWK,X,1.54,1.54,1.47,1.47,3557,0.05,10
526441,VISIONCINE,XT,0.83,0.83,0.83,0.83,5524,0.05,22
532359,HITKITGLO,XT,0.82,0.82,0.82,0.82,5550,0.05,3
532100,INDOCITY,X,6.41,7.19,6.41,7.01,699,0.05,11
531959,NEWINFRA,XT,10.95,10.95,10.45,10.76,459,0.05,15
531846,TRINITYLEA,XT,24.50,25.00,24.50,25.00,212,0.05,6
534731,BITL,Z,1.13,1.15,1.13,1.13,4269,0.05,17
533301,SPYL,T,0.60,0.60,0.60,0.60,8250,0.05,5
501148,DSINVEST,XT,240.00,240.00,231.55,231.55,20,0.05,2
507515,CJGEL,XT,25.66,25.66,24.40,24.40,185,0.05,7
504810,INFORTEC,X,44.00,46.90,43.65,44.07,115,0.05,8
512604,HARIAEXPO,X,4.57,4.95,4.57,4.88,986,0.05,12
508956,HBLEAS,XT,3.45,3.45,3.40,3.41,1374,0.05,20
508980,FRONTCAP,Z,4.62,4.62,4.62,4.62,1038,0.05,8
509084,PHOTON,XT,70.37,70.37,64.02,64.02,80,0.05,5
519262,PRIMAGR,XT,27.00,27.00,24.50,24.55,204,0.05,6
514324,OMNITEX,XT,49.83,49.83,49.83,49.83,100,0.05,1
522235,MINALIND,XT,1.61,1.61,1.61,1.61,2801,0.05,6
531917,TWINSTAR,Z,0.98,1.03,0.95,0.95,4459,0.04,10
531436,SAFFRON,XT,3.50,3.50,3.23,3.23,1200,0.04,3
531663,YUVRAAJHPL,XT,1.55,1.55,1.55,1.55,2800,0.04,3
531716,TRICOMFRU,X,1.40,1.53,1.40,1.53,2318,0.04,11
532354,VIRGOGLOB,XT,14.42,14.42,14.42,14.42,259,0.04,13
526851,AREXMIS,X,119.50,119.50,115.85,115.85,31,0.04,5
526576,TECHIN,B,9.99,10.30,9.45,9.74,436,0.04,26
526530,SUDIN,XT,37.67,37.67,37.67,37.67,99,0.04,1
524502,RAAJMEDI,P,35.50,35.50,35.50,35.50,100,0.04,1
524689,PARENTLD,Z,3.59,3.59,3.59,3.59,1031,0.04,3
523832,MUKATPIP,X,6.98,7.65,6.98,7.65,514,0.04,5
530457,CINERAD,XT,3.64,3.82,3.64,3.82,1205,0.04,2
530055,HRMNYCP,XT,18.55,18.55,18.55,18.55,200,0.04,2
530973,ALFAICA,XT,51.00,51.00,48.66,49.98,72,0.04,4
531288,LEADFIN,XT,12.75,12.75,12.75,12.75,310,0.04,3
531300,AMITINT,Z,2.67,2.67,2.60,2.60,1583,0.04,14
531157,ORGCOAT,X,6.14,6.15,6.14,6.15,683,0.04,7
538611,RTFL,Z,17.75,17.80,17.75,17.80,225,0.04,2
538395,NAM,XT,54.31,54.31,54.31,54.31,78,0.04,3
538464,TPROJECT,X,2.10,2.20,2.10,2.20,1811,0.04,7
539798,UMIYA,B,6.01,6.25,6.01,6.05,729,0.04,4
539911,SNIM,X,37.62,37.62,37.62,37.62,103,0.04,6
543186,11DPD,B,2.05,2.05,1.90,1.90,2123,0.04,6
543570,HDFCNEXT50,B,439.40,443.00,439.40,441.54,10,0.04,7
542839,NIEHSPD,B,0.63,0.76,0.63,0.76,5125,0.04,7
523113,FUTURSEC,XT,20.91,20.91,20.00,20.00,205,0.04,4
523054,ZBINTXPP,XT,805.95,805.95,805.95,805.95,5,0.04,4
514402,ECOHOTELS,XT,38.00,38.00,38.00,38.00,100,0.04,1
519319,JATALIA,Z,1.71,1.80,1.71,1.80,2301,0.04,13
517411,SHYAMTEL,B,6.75,6.75,6.50,6.50,650,0.04,5
508963,STRLGUA,XT,20.53,20.53,20.53,20.53,201,0.04,3
511507,USHAKIRA,XT,24.00,24.00,22.73,24.00,195,0.04,5
511535,NDASEC,X,13.50,13.50,13.45,13.45,323,0.04,3
511187,MILLENNIUM,XT,1.62,1.75,1.59,1.71,2241,0.04,26
513452,ELANGO,XT,6.06,6.06,6.06,6.06,630,0.04,7
503229,SIMPLXREA,X,87.99,88.00,87.99,87.99,44,0.04,3
502901,JAMSHRI,X,3550.00,3550.00,3550.00,3550.00,1,0.04,1
531240,SHAMROIN,XT,4.14,4.56,4.14,4.56,614,0.03,10
